SystemCodeNumber,Capacity,Occupancy,LastUpdated,occupancy_rate
BHMNCPPLS01,450,68,2016-10-29 10:59:46,0.1511111111111111
Broad Street,690,146,2016-10-29 10:59:46,0.21159420289855072
Bull Ring,3053,1606,2016-10-29 10:59:46,0.526039960694399
NIA North,480,116,2016-10-29 10:59:46,0.24166666666666667
NIA South,788,473,2016-10-29 10:59:46,0.600253807106599
Others-CCCPS105a,2009,1043,2016-10-29 10:59:46,0.519163763066202
Others-CCCPS119a,2803,917,2016-10-29 10:59:46,0.32714948269711025
Others-CCCPS133,4675,2372,2016-10-29 10:59:46,0.507379679144385
Others-CCCPS135a,3883,1072,2016-10-29 10:59:46,0.27607519958794746
Others-CCCPS202,2937,719,2016-10-29 10:59:46,0.24480762683009874
Others-CCCPS8,1322,641,2016-10-29 10:59:46,0.4848714069591528
Others-CCCPS98,3103,1338,2016-10-29 10:59:46,0.4311956171446987
Shopping,1920,586,2016-10-29 10:59:46,0.30520833333333336
BHMBCCMKT01,577,267,2016-10-29 11:25:51,0.462738301559792
BHMBCCPST01,317,149,2016-10-29 11:25:51,0.47003154574132494
BHMBCCSNH01,863,352,2016-10-29 11:25:51,0.4078794901506373
BHMBCCTHL01,387,309,2016-10-29 11:25:51,0.7984496124031008
BHMBRCBRG01,1010,1010,2016-10-29 11:25:51,1.0
BHMBRCBRG02,1194,553,2016-10-29 11:25:51,0.4631490787269682
BHMBRCBRG03,849,271,2016-10-29 11:25:51,0.31919905771495877
BHMEURBRD01,470,109,2016-10-29 11:25:51,0.23191489361702128
BHMEURBRD02,220,40,2016-10-29 11:25:51,0.18181818181818182
BHMMBMMBX01,687,401,2016-10-29 11:25:51,0.5836972343522562
BHMNCPHST01,1200,287,2016-10-29 11:25:51,0.23916666666666667
BHMNCPLDH01,720,344,2016-10-29 11:25:51,0.4777777777777778
BHMNCPNST01,485,293,2016-10-29 11:25:51,0.6041237113402061
BHMNCPPLS01,450,81,2016-10-29 11:25:51,0.18
Broad Street,690,149,2016-10-29 11:25:51,0.21594202898550724
Bull Ring,3053,1834,2016-10-29 11:25:51,0.6007206026858828
NIA North,480,113,2016-10-29 11:25:51,0.23541666666666666
NIA South,788,495,2016-10-29 11:25:51,0.6281725888324873
Others-CCCPS105a,2009,1084,2016-10-29 11:25:51,0.5395719263315082
Others-CCCPS119a,2803,970,2016-10-29 11:25:51,0.34605779521940777
Others-CCCPS133,4675,2609,2016-10-29 11:25:51,0.5580748663101605
Others-CCCPS135a,3883,1127,2016-10-29 11:25:51,0.290239505536956
Others-CCCPS202,2937,751,2016-10-29 11:25:51,0.2557030983997276
Others-CCCPS8,1322,683,2016-10-29 11:25:51,0.516641452344932
Others-CCCPS98,3103,1355,2016-10-29 11:25:51,0.4366741862713503
Shopping,1920,631,2016-10-29 11:25:51,0.32864583333333336
BHMBCCMKT01,577,314,2016-10-29 12:06:51,0.5441941074523396
BHMBCCPST01,317,177,2016-10-29 12:06:51,0.5583596214511041
BHMBCCSNH01,863,383,2016-10-29 12:06:51,0.44380069524913096
BHMBCCTHL01,387,345,2016-10-29 12:06:51,0.8914728682170543
BHMBRCBRG01,1010,1010,2016-10-29 12:06:51,1.0
BHMBRCBRG02,1194,777,2016-10-29 12:06:51,0.6507537688442211
BHMBRCBRG03,849,345,2016-10-29 12:06:51,0.40636042402826855
BHMEURBRD01,470,125,2016-10-29 12:06:51,0.26595744680851063
BHMEURBRD02,220,37,2016-10-29 12:06:51,0.16818181818181818
BHMMBMMBX01,687,429,2016-10-29 12:06:51,0.6244541484716157
BHMNCPHST01,1200,329,2016-10-29 12:06:51,0.27416666666666667
BHMNCPLDH01,720,379,2016-10-29 12:06:51,0.5263888888888889
BHMNCPNST01,485,308,2016-10-29 12:06:51,0.6350515463917525
BHMNCPPLS01,450,112,2016-10-29 12:06:51,0.24888888888888888
Broad Street,690,162,2016-10-29 12:06:51,0.23478260869565218
Bull Ring,3053,2132,2016-10-29 12:06:51,0.6983295119554537
NIA North,480,120,2016-10-29 12:06:51,0.25
Others-CCCPS105a,2009,1194,2016-10-29 12:06:51,0.5943255350920856
Others-CCCPS119a,2803,1108,2016-10-29 12:06:51,0.39529075990010704
Others-CCCPS133,4675,2981,2016-10-29 12:06:51,0.6376470588235295
Others-CCCPS135a,3883,1234,2016-10-29 12:06:51,0.3177955189286634
Others-CCCPS202,2937,815,2016-10-29 12:06:51,0.2774940415389854
Others-CCCPS8,1322,765,2016-10-29 12:06:51,0.5786686838124054
Others-CCCPS98,3103,1500,2016-10-29 12:06:51,0.4834031582339671
Shopping,1920,708,2016-10-29 12:06:51,0.36875
BHMBCCMKT01,577,339,2016-10-29 12:26:46,0.587521663778163
BHMBCCPST01,317,202,2016-10-29 12:26:46,0.637223974763407
BHMBCCSNH01,863,404,2016-10-29 12:26:46,0.4681344148319815
BHMBCCTHL01,387,345,2016-10-29 12:26:46,0.8914728682170543
BHMBRCBRG01,1010,1010,2016-10-29 12:26:46,1.0
BHMBRCBRG02,1194,869,2016-10-29 12:26:46,0.7278056951423786
BHMBRCBRG03,849,366,2016-10-29 12:26:46,0.43109540636042404
BHMEURBRD01,470,144,2016-10-29 12:26:46,0.30638297872340425
BHMEURBRD02,220,39,2016-10-29 12:26:46,0.17727272727272728
BHMMBMMBX01,687,436,2016-10-29 12:26:46,0.6346433770014556
BHMNCPHST01,1200,345,2016-10-29 12:26:46,0.2875
BHMNCPLDH01,720,392,2016-10-29 12:26:46,0.5444444444444444
BHMNCPNST01,485,310,2016-10-29 12:26:46,0.6391752577319587
BHMNCPPLS01,450,120,2016-10-29 12:26:46,0.26666666666666666
Broad Street,690,183,2016-10-29 12:26:46,0.26521739130434785
Bull Ring,3053,2245,2016-10-29 12:26:46,0.7353422862757943
NIA North,480,122,2016-10-29 12:26:46,0.25416666666666665
Others-CCCPS105a,2009,1211,2016-10-29 12:26:46,0.6027874564459931
Others-CCCPS119a,2803,1144,2016-10-29 12:26:46,0.40813414199072423
Others-CCCPS133,4675,3111,2016-10-29 12:26:46,0.6654545454545454
Others-CCCPS135a,3883,1284,2016-10-29 12:26:46,0.3306721607004893
Others-CCCPS202,2937,838,2016-10-29 12:26:46,0.2853251617296561
Others-CCCPS8,1322,775,2016-10-29 12:26:46,0.586232980332829
Others-CCCPS98,3103,1545,2016-10-29 12:26:46,0.49790525298098615
Shopping,1920,737,2016-10-29 12:26:46,0.38385416666666666
BHMBCCMKT01,577,338,2016-10-29 12:59:51,0.58578856152513
BHMBCCPST01,317,228,2016-10-29 12:59:51,0.7192429022082019
BHMBCCSNH01,863,423,2016-10-29 12:59:51,0.4901506373117034
BHMBCCTHL01,387,345,2016-10-29 12:59:51,0.8914728682170543
BHMBRCBRG01,1010,1010,2016-10-29 12:59:51,1.0
BHMBRCBRG02,1194,1025,2016-10-29 12:59:51,0.8584589614740369
BHMBRCBRG03,849,401,2016-10-29 12:59:51,0.4723203769140165
BHMEURBRD01,470,158,2016-10-29 12:59:51,0.33617021276595743
BHMEURBRD02,220,39,2016-10-29 12:59:51,0.17727272727272728
BHMMBMMBX01,687,469,2016-10-29 12:59:51,0.6826783114992722
BHMNCPHST01,1200,379,2016-10-29 12:59:51,0.31583333333333335
BHMNCPLDH01,720,396,2016-10-29 12:59:51,0.55
BHMNCPNST01,485,318,2016-10-29 12:59:51,0.6556701030927835
BHMNCPPLS01,450,134,2016-10-29 12:59:51,0.29777777777777775
Broad Street,690,197,2016-10-29 12:59:51,0.2855072463768116
Bull Ring,3053,2436,2016-10-29 12:59:51,0.797903701277432
NIA Car Parks,1268,512,2016-10-29 12:59:51,0.4037854889589905
NIA South,788,514,2016-10-29 12:59:51,0.6522842639593909
Others-CCCPS105a,2009,1266,2016-10-29 12:59:51,0.6301642608262817
Others-CCCPS119a,2803,933,2016-10-29 12:59:51,0.3328576525151623
Others-CCCPS133,4675,3357,2016-10-29 12:59:51,0.7180748663101604
Others-CCCPS135a,3883,1343,2016-10-29 12:59:51,0.34586659799124386
Others-CCCPS202,2937,860,2016-10-29 12:59:51,0.292815798433776
Others-CCCPS8,1322,797,2016-10-29 12:59:51,0.602874432677761
Others-CCCPS98,3103,1375,2016-10-29 12:59:51,0.44311956171446987
Shopping,1920,775,2016-10-29 12:59:51,0.4036458333333333
BHMBCCMKT01,577,368,2016-10-29 13:26:47,0.6377816291161178
BHMBCCPST01,317,248,2016-10-29 13:26:47,0.7823343848580442
BHMBCCSNH01,863,443,2016-10-29 13:26:47,0.5133256083429896
BHMBCCTHL01,387,335,2016-10-29 13:26:47,0.8656330749354005
BHMBRCBRG01,1010,1010,2016-10-29 13:26:47,1.0
BHMBRCBRG02,1194,1132,2016-10-29 13:26:47,0.948073701842546
BHMBRCBRG03,849,408,2016-10-29 13:26:47,0.48056537102473496
BHMEURBRD01,470,176,2016-10-29 13:26:47,0.37446808510638296
BHMEURBRD02,220,44,2016-10-29 13:26:47,0.2
BHMMBMMBX01,687,502,2016-10-29 13:26:47,0.7307132459970888
BHMNCPHST01,1200,395,2016-10-29 13:26:47,0.32916666666666666
BHMNCPLDH01,720,405,2016-10-29 13:26:47,0.5625
BHMNCPNST01,485,323,2016-10-29 13:26:47,0.6659793814432989
BHMNCPPLS01,450,141,2016-10-29 13:26:47,0.31333333333333335
Broad Street,690,220,2016-10-29 13:26:47,0.3188405797101449
Bull Ring,3053,2550,2016-10-29 13:26:47,0.835244022273174
NIA Car Parks,1268,433,2016-10-29 13:26:47,0.3414826498422713
NIA North,480,7,2016-10-29 13:26:47,0.014583333333333334
NIA South,788,426,2016-10-29 13:26:47,0.5406091370558376
Others-CCCPS105a,2009,1301,2016-10-29 13:26:47,0.6475858636137382
Others-CCCPS119a,2803,863,2016-10-29 13:26:47,0.30788440956118446
Others-CCCPS133,4675,3516,2016-10-29 13:26:47,0.7520855614973262
Others-CCCPS135a,3883,1385,2016-10-29 13:26:47,0.35668297707957763
Others-CCCPS202,2937,878,2016-10-29 13:26:47,0.2989445011916922
Others-CCCPS8,1322,799,2016-10-29 13:26:47,0.6043872919818457
Others-CCCPS98,3103,1353,2016-10-29 13:26:47,0.43602964872703837
Shopping,1920,800,2016-10-29 13:26:47,0.4166666666666667
BHMBCCMKT01,577,366,2016-10-29 13:59:51,0.634315424610052
BHMBCCPST01,317,253,2016-10-29 13:59:51,0.7981072555205048
BHMBCCSNH01,863,454,2016-10-29 13:59:51,0.526071842410197
BHMBCCTHL01,387,345,2016-10-29 13:59:51,0.8914728682170543
BHMBRCBRG01,1010,990,2016-10-29 13:59:51,0.9801980198019802
BHMBRCBRG02,1194,1193,2016-10-29 13:59:51,0.9991624790619765
BHMBRCBRG03,849,406,2016-10-29 13:59:51,0.47820965842167257
BHMEURBRD01,470,181,2016-10-29 13:59:51,0.3851063829787234
BHMEURBRD02,220,47,2016-10-29 13:59:51,0.21363636363636362
BHMMBMMBX01,687,528,2016-10-29 13:59:51,0.7685589519650655
BHMNCPHST01,1200,420,2016-10-29 13:59:51,0.35
BHMNCPLDH01,720,402,2016-10-29 13:59:51,0.5583333333333333
BHMNCPNST01,485,338,2016-10-29 13:59:51,0.6969072164948453
BHMNCPPLS01,450,159,2016-10-29 13:59:51,0.35333333333333333
Broad Street,690,228,2016-10-29 13:59:51,0.33043478260869563
Bull Ring,3053,2589,2016-10-29 13:59:51,0.8480183426138225
NIA Car Parks,1268,531,2016-10-29 13:59:51,0.4187697160883281
NIA North,480,23,2016-10-29 13:59:51,0.04791666666666667
NIA South,788,508,2016-10-29 13:59:51,0.6446700507614214
Others-CCCPS105a,2009,1370,2016-10-29 13:59:51,0.6819313091090095
Others-CCCPS119a,2803,1036,2016-10-29 13:59:51,0.36960399571887265
Others-CCCPS133,4675,3614,2016-10-29 13:59:51,0.773048128342246
Others-CCCPS135a,3883,1420,2016-10-29 13:59:51,0.3656966263198558
Others-CCCPS202,2937,911,2016-10-29 13:59:51,0.310180456247872
Others-CCCPS8,1322,842,2016-10-29 13:59:51,0.6369137670196672
Others-CCCPS98,3103,1557,2016-10-29 13:59:51,0.5017724782468579
Shopping,1920,822,2016-10-29 13:59:51,0.428125
BHMBCCMKT01,577,374,2016-10-29 14:26:50,0.6481802426343154
BHMBCCPST01,317,261,2016-10-29 14:26:50,0.8233438485804416
BHMBCCSNH01,863,450,2016-10-29 14:26:50,0.5214368482039398
BHMBCCTHL01,387,345,2016-10-29 14:26:50,0.8914728682170543
BHMBRCBRG02,1194,1194,2016-10-29 14:26:50,1.0
BHMBRCBRG03,849,440,2016-10-29 14:26:50,0.5182567726737338
BHMEURBRD01,470,174,2016-10-29 14:26:50,0.3702127659574468
BHMEURBRD02,220,44,2016-10-29 14:26:50,0.2
BHMMBMMBX01,687,560,2016-10-29 14:26:50,0.8151382823871907
BHMNCPHST01,1200,440,2016-10-29 14:26:50,0.36666666666666664
BHMNCPLDH01,720,396,2016-10-29 14:26:50,0.55
BHMNCPNST01,485,374,2016-10-29 14:26:50,0.7711340206185567
BHMNCPPLS01,450,165,2016-10-29 14:26:50,0.36666666666666664
Broad Street,690,218,2016-10-29 14:26:50,0.3159420289855073
Bull Ring,3053,2645,2016-10-29 14:26:50,0.8663609564362922
NIA North,480,40,2016-10-29 14:26:50,0.08333333333333333
Others-CCCPS105a,2009,1444,2016-10-29 14:26:50,0.7187655550024888
Others-CCCPS119a,2803,1176,2016-10-29 14:26:50,0.4195504816268284
Others-CCCPS133,4675,3744,2016-10-29 14:26:50,0.8008556149732621
Others-CCCPS135a,3883,1433,2016-10-29 14:26:50,0.36904455318053053
Others-CCCPS202,2937,937,2016-10-29 14:26:50,0.31903302689819546
Others-CCCPS8,1322,884,2016-10-29 14:26:50,0.6686838124054463
Others-CCCPS98,3103,1765,2016-10-29 14:26:50,0.5688043828553013
Shopping,1920,836,2016-10-29 14:26:50,0.4354166666666667
BHMBCCMKT01,577,414,2016-10-29 14:59:51,0.7175043327556326
BHMBCCPST01,317,266,2016-10-29 14:59:51,0.8391167192429022
BHMBCCSNH01,863,448,2016-10-29 14:59:51,0.5191193511008111
BHMBCCTHL01,387,345,2016-10-29 14:59:51,0.8914728682170543
BHMBRCBRG02,1194,1194,2016-10-29 14:59:51,1.0
BHMBRCBRG03,849,440,2016-10-29 14:59:51,0.5182567726737338
BHMEURBRD01,470,187,2016-10-29 14:59:51,0.39787234042553193
BHMEURBRD02,220,44,2016-10-29 14:59:51,0.2
BHMMBMMBX01,687,593,2016-10-29 14:59:51,0.8631732168850073
BHMNCPHST01,1200,489,2016-10-29 14:59:51,0.4075
BHMNCPLDH01,720,381,2016-10-29 14:59:51,0.5291666666666667
BHMNCPNST01,485,384,2016-10-29 14:59:51,0.7917525773195876
BHMNCPPLS01,450,176,2016-10-29 14:59:51,0.39111111111111113
Broad Street,690,231,2016-10-29 14:59:51,0.3347826086956522
Bull Ring,3053,2645,2016-10-29 14:59:51,0.8663609564362922
NIA North,480,24,2016-10-29 14:59:51,0.05
Others-CCCPS105a,2009,1498,2016-10-29 14:59:51,0.7456445993031359
Others-CCCPS119a,2803,1147,2016-10-29 14:59:51,0.409204423831609
Others-CCCPS133,4675,3798,2016-10-29 14:59:51,0.8124064171122994
Others-CCCPS135a,3883,1470,2016-10-29 14:59:51,0.3785732680916817
Others-CCCPS202,2937,960,2016-10-29 14:59:51,0.3268641470888662
Others-CCCPS8,1322,905,2016-10-29 14:59:51,0.6845688350983359
Others-CCCPS98,3103,1779,2016-10-29 14:59:51,0.573316145665485
Shopping,1920,870,2016-10-29 14:59:51,0.453125
BHMBCCMKT01,577,417,2016-10-29 15:26:52,0.7227036395147314
BHMBCCPST01,317,268,2016-10-29 15:26:52,0.8454258675078864
BHMBCCSNH01,863,448,2016-10-29 15:26:52,0.5191193511008111
BHMBCCTHL01,387,345,2016-10-29 15:26:52,0.8914728682170543
BHMBRCBRG03,849,413,2016-10-29 15:26:52,0.48645465253239106
BHMEURBRD01,470,191,2016-10-29 15:26:52,0.40638297872340423
BHMEURBRD02,220,45,2016-10-29 15:26:52,0.20454545454545456
BHMMBMMBX01,687,598,2016-10-29 15:26:52,0.8704512372634643
BHMNCPHST01,1200,495,2016-10-29 15:26:52,0.4125
BHMNCPLDH01,720,360,2016-10-29 15:26:52,0.5
BHMNCPNST01,485,379,2016-10-29 15:26:52,0.7814432989690722
BHMNCPPLS01,450,163,2016-10-29 15:26:52,0.3622222222222222
Broad Street,690,236,2016-10-29 15:26:52,0.34202898550724636
Bull Ring,3053,2619,2016-10-29 15:26:52,0.8578447428758598
NIA North,480,13,2016-10-29 15:26:52,0.027083333333333334
Others-CCCPS105a,2009,1485,2016-10-29 15:26:52,0.7391737182677949
Others-CCCPS119a,2803,1125,2016-10-29 15:26:52,0.40135569033178736
Others-CCCPS133,4675,3759,2016-10-29 15:26:52,0.8040641711229947
Others-CCCPS135a,3883,1451,2016-10-29 15:26:52,0.37368014421838786
Others-CCCPS202,2937,960,2016-10-29 15:26:52,0.3268641470888662
Others-CCCPS8,1322,887,2016-10-29 15:26:52,0.6709531013615734
Others-CCCPS98,3103,1757,2016-10-29 15:26:52,0.5662262326780535
Shopping,1920,855,2016-10-29 15:26:52,0.4453125
BHMBCCMKT01,577,417,2016-10-29 15:59:51,0.7227036395147314
BHMBCCPST01,317,246,2016-10-29 15:59:51,0.7760252365930599
BHMBCCSNH01,863,424,2016-10-29 15:59:51,0.49130938586326767
BHMBCCTHL01,387,337,2016-10-29 15:59:51,0.8708010335917312
BHMBRCBRG01,1010,1010,2016-10-29 15:59:51,1.0
BHMBRCBRG02,1194,1143,2016-10-29 15:59:51,0.957286432160804
BHMBRCBRG03,849,398,2016-10-29 15:59:51,0.46878680800942285
BHMEURBRD01,470,192,2016-10-29 15:59:51,0.4085106382978723
BHMEURBRD02,220,48,2016-10-29 15:59:51,0.21818181818181817
BHMMBMMBX01,687,581,2016-10-29 15:59:51,0.8457059679767104
BHMNCPHST01,1200,483,2016-10-29 15:59:51,0.4025
BHMNCPLDH01,720,326,2016-10-29 15:59:51,0.4527777777777778
BHMNCPNST01,485,386,2016-10-29 15:59:51,0.7958762886597938
BHMNCPPLS01,450,138,2016-10-29 15:59:51,0.30666666666666664
Broad Street,690,240,2016-10-29 15:59:51,0.34782608695652173
Bull Ring,3053,2551,2016-10-29 15:59:51,0.8355715689485752
NIA North,480,7,2016-10-29 15:59:51,0.014583333333333334
Others-CCCPS105a,2009,1442,2016-10-29 15:59:51,0.7177700348432056
Others-CCCPS119a,2803,1114,2016-10-29 15:59:51,0.39743132358187655
Others-CCCPS133,4675,3656,2016-10-29 15:59:51,0.7820320855614973
Others-CCCPS135a,3883,1377,2016-10-29 15:59:51,0.3546227143960855
Others-CCCPS202,2937,963,2016-10-29 15:59:51,0.32788559754851887
Others-CCCPS8,1322,861,2016-10-29 15:59:51,0.651285930408472
Others-CCCPS98,3103,1744,2016-10-29 15:59:51,0.5620367386400258
Shopping,1920,809,2016-10-29 15:59:51,0.42135416666666664
BHMBCCMKT01,577,369,2016-10-29 16:26:53,0.6395147313691508
BHMBCCPST01,317,225,2016-10-29 16:26:53,0.7097791798107256
BHMBCCSNH01,863,388,2016-10-29 16:26:53,0.4495944380069525
BHMBCCTHL01,387,329,2016-10-29 16:26:53,0.8501291989664083
BHMBRCBRG01,1010,1010,2016-10-29 16:26:53,1.0
BHMBRCBRG02,1194,1023,2016-10-29 16:26:53,0.8567839195979899
BHMBRCBRG03,849,367,2016-10-29 16:26:53,0.43227326266195526
BHMEURBRD01,470,183,2016-10-29 16:26:53,0.3893617021276596
BHMEURBRD02,220,47,2016-10-29 16:26:53,0.21363636363636362
BHMMBMMBX01,687,582,2016-10-29 16:26:53,0.8471615720524017
BHMNCPHST01,1200,438,2016-10-29 16:26:53,0.365
BHMNCPLDH01,720,302,2016-10-29 16:26:53,0.41944444444444445
BHMNCPNST01,485,397,2016-10-29 16:26:53,0.8185567010309278
BHMNCPPLS01,450,124,2016-10-29 16:26:53,0.27555555555555555
Broad Street,690,230,2016-10-29 16:26:53,0.3333333333333333
Bull Ring,3053,2400,2016-10-29 16:26:53,0.7861120209629873
Others-CCCPS105a,2009,1432,2016-10-29 16:26:53,0.7127924340467895
Others-CCCPS119a,2803,1106,2016-10-29 16:26:53,0.3945772386728505
Others-CCCPS133,4675,3503,2016-10-29 16:26:53,0.7493048128342246
Others-CCCPS135a,3883,1265,2016-10-29 16:26:53,0.32577903682719545
Others-CCCPS202,2937,956,2016-10-29 16:26:53,0.3255022131426626
Others-CCCPS8,1322,850,2016-10-29 16:26:53,0.642965204236006
Others-CCCPS98,3103,1756,2016-10-29 16:26:53,0.5659039639058975
Shopping,1920,740,2016-10-29 16:26:53,0.3854166666666667
BHMBRCBRG01,1010,220,2016-10-30 07:46:55,0.21782178217821782
BHMNCPRAN01,600,119,2016-10-30 07:46:55,0.19833333333333333
BHMNCPNST01,485,309,2016-10-30 07:52:54,0.6371134020618556
BHMBCCMKT01,577,43,2016-10-30 07:59:55,0.07452339688041594
BHMBCCPST01,317,63,2016-10-30 07:59:55,0.19873817034700317
BHMBCCSNH01,863,115,2016-10-30 07:59:55,0.1332560834298957
BHMBCCTHL01,387,70,2016-10-30 07:59:55,0.18087855297157623
BHMBRCBRG02,1194,55,2016-10-30 07:59:55,0.046063651591289785
BHMBRCBRG03,849,29,2016-10-30 07:59:55,0.03415783274440518
BHMEURBRD01,470,30,2016-10-30 07:59:55,0.06382978723404255
BHMEURBRD02,220,36,2016-10-30 07:59:55,0.16363636363636364
BHMMBMMBX01,687,337,2016-10-30 07:59:55,0.49053857350800584
BHMNCPHST01,1200,106,2016-10-30 07:59:55,0.08833333333333333
BHMNCPLDH01,720,169,2016-10-30 07:59:55,0.23472222222222222
Broad Street,690,66,2016-10-30 07:59:55,0.09565217391304348
Bull Ring,3053,304,2016-10-30 07:59:55,0.09957418932197838
NIA Car Parks,1268,10,2016-10-30 07:59:55,0.007886435331230283
NIA North,480,3,2016-10-30 07:59:55,0.00625
NIA South,788,7,2016-10-30 07:59:55,0.008883248730964468
Others-CCCPS105a,2009,724,2016-10-30 07:59:55,0.36037829766052765
Others-CCCPS119a,2803,81,2016-10-30 07:59:55,0.02889760970388869
Others-CCCPS133,4675,958,2016-10-30 07:59:55,0.2049197860962567
Others-CCCPS135a,3883,526,2016-10-30 07:59:55,0.13546227143960854
Others-CCCPS202,2937,445,2016-10-30 07:59:55,0.15151515151515152
Others-CCCPS8,1322,387,2016-10-30 07:59:55,0.2927382753403933
Others-CCCPS98,3103,657,2016-10-30 07:59:55,0.2117305833064776
Shopping,1920,275,2016-10-30 07:59:55,0.14322916666666666
BHMNCPHST01,1200,107,2016-10-30 08:05:53,0.08916666666666667
BHMNCPRAN01,600,124,2016-10-30 08:19:54,0.20666666666666667
BHMBCCMKT01,577,44,2016-10-30 08:25:53,0.07625649913344887
BHMBCCPST01,317,74,2016-10-30 08:25:53,0.2334384858044164
BHMBCCSNH01,863,118,2016-10-30 08:25:53,0.13673232908458866
BHMBCCTHL01,387,72,2016-10-30 08:25:53,0.18604651162790697
BHMBRCBRG01,1010,225,2016-10-30 08:25:53,0.22277227722772278
BHMBRCBRG02,1194,58,2016-10-30 08:25:53,0.048576214405360134
BHMBRCBRG03,849,37,2016-10-30 08:25:53,0.043580683156654886
BHMEURBRD01,470,30,2016-10-30 08:25:53,0.06382978723404255
BHMEURBRD02,220,35,2016-10-30 08:25:53,0.1590909090909091
BHMMBMMBX01,687,337,2016-10-30 08:25:53,0.49053857350800584
BHMNCPLDH01,720,168,2016-10-30 08:25:53,0.23333333333333334
BHMNCPPLS01,450,9,2016-10-30 08:25:53,0.02
Broad Street,690,65,2016-10-30 08:25:53,0.09420289855072464
Bull Ring,3053,320,2016-10-30 08:25:53,0.1048149361283983
NIA Car Parks,1268,14,2016-10-30 08:25:53,0.011041009463722398
NIA North,480,2,2016-10-30 08:25:53,0.004166666666666667
NIA South,788,12,2016-10-30 08:25:53,0.015228426395939087
Others-CCCPS105a,2009,727,2016-10-30 08:25:53,0.36187157789945246
Others-CCCPS119a,2803,87,2016-10-30 08:25:53,0.031038173385658223
Others-CCCPS133,4675,975,2016-10-30 08:25:53,0.20855614973262032
Others-CCCPS135a,3883,533,2016-10-30 08:25:53,0.13726500128766417
Others-CCCPS202,2937,446,2016-10-30 08:25:53,0.1518556350017024
Others-CCCPS8,1322,390,2016-10-30 08:25:53,0.2950075642965204
Others-CCCPS98,3103,661,2016-10-30 08:25:53,0.2130196583951015
Shopping,1920,275,2016-10-30 08:25:53,0.14322916666666666
BHMNCPHST01,1200,112,2016-10-30 08:45:54,0.09333333333333334
BHMBCCMKT01,577,45,2016-10-30 08:59:52,0.0779896013864818
BHMBCCPST01,317,80,2016-10-30 08:59:52,0.25236593059936907
BHMBCCSNH01,863,124,2016-10-30 08:59:52,0.1436848203939745
BHMBCCTHL01,387,82,2016-10-30 08:59:52,0.21188630490956073
BHMBRCBRG01,1010,228,2016-10-30 08:59:52,0.22574257425742575
BHMBRCBRG02,1194,82,2016-10-30 08:59:52,0.06867671691792294
BHMBRCBRG03,849,57,2016-10-30 08:59:52,0.06713780918727916
BHMEURBRD01,470,33,2016-10-30 08:59:52,0.07021276595744681
BHMEURBRD02,220,38,2016-10-30 08:59:52,0.17272727272727273
BHMMBMMBX01,687,331,2016-10-30 08:59:52,0.48180494905385735
BHMNCPLDH01,720,171,2016-10-30 08:59:52,0.2375
BHMNCPNST01,485,308,2016-10-30 08:59:52,0.6350515463917525
BHMNCPPLS01,450,9,2016-10-30 08:59:52,0.02
BHMNCPRAN01,600,128,2016-10-30 08:59:52,0.21333333333333335
Broad Street,690,71,2016-10-30 08:59:52,0.10289855072463767
Bull Ring,3053,367,2016-10-30 08:59:52,0.12020962987225679
NIA Car Parks,1268,16,2016-10-30 08:59:52,0.012618296529968454
NIA North,480,1,2016-10-30 08:59:52,0.0020833333333333333
NIA South,788,15,2016-10-30 08:59:52,0.01903553299492386
Others-CCCPS105a,2009,730,2016-10-30 08:59:52,0.3633648581383773
Others-CCCPS119a,2803,99,2016-10-30 08:59:52,0.035319300749197285
Others-CCCPS133,4675,1015,2016-10-30 08:59:52,0.21711229946524063
Others-CCCPS135a,3883,550,2016-10-30 08:59:52,0.141643059490085
Others-CCCPS202,2937,461,2016-10-30 08:59:52,0.15696288729996596
